modal	service	duration	km_category	route_id	capture_time	city	image_id
mocycle	mocycle	6	3.5	355030815000030355030815000002	2020-08-02 11:22:36	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000002_2020-08-02_11-22_1596378156.png
mocycle	mocycle	7	3.5	355030815000030355030815000010	2020-08-02 12:12:58	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000010_2020-08-02_12-12_1596381178.png
mocycle	mocycle	7	3.5	355030815000030355030815000010	2020-08-02 13:09:00	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_3.5_355030815000030355030815000010_2020-08-02_13-09_1596384540.png
mocycle	mocycle	8	4.0	355030815000030355030815000095	2020-08-02 01:44:46	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.0_355030815000030355030815000095_2020-08-02_01-44_1596343486.png
mocycle	mocycle	8	4.0	355030838000198355030838000232	2020-08-02 09:43:39	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.0_355030838000198355030838000232_2020-08-02_09-43_1596372219.png
mocycle	mocycle	8	4.0	355030838000198355030838000232	2020-08-02 11:29:24	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.0_355030838000198355030838000232_2020-08-02_11-29_1596378564.png
mocycle	mocycle	11	4.5	355030838000198355030838000040	2020-08-02 12:19:47	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.5_355030838000198355030838000040_2020-08-02_12-19_1596381587.png
mocycle	mocycle	10	4.5	355030838000198355030838000040	2020-08-02 13:15:48	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_4.5_355030838000198355030838000040_2020-08-02_13-15_1596384948.png
bicycle	bicycle	23	7.5	355030815000030355030838000198	2020-08-02 05:49:56	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_05-49_1596358196.png
bicycle	bicycle	23	7.5	355030815000030355030838000198	2020-08-02 07:49:56	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_07-49_1596365396.png
bicycle	bicycle	33	7.5	355030871000079355030838000091	2020-08-02 12:53:54	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000091_2020-08-02_12-53_1596383634.png
bicycle	bicycle	39	7.5	355030871000079355030838000092	2020-08-02 16:49:48	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000092_2020-08-02_16-49_1596397788.png
bicycle	bicycle	35	7.5	355030871000079355030838000245	2020-08-02 14:33:26	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000245_2020-08-02_14-33_1596389606.png
bicycle	bicycle	35	7.5	355030871000079355030838000245	2020-08-02 15:49:56	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_7.5_355030871000079355030838000245_2020-08-02_15-49_1596394196.png
bicycle	bicycle	28	8.5	355030815000030355030871000015	2020-08-02 14:40:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000015_2020-08-02_14-40_1596390011.png
bicycle	bicycle	28	8.5	355030815000030355030871000015	2020-08-02 15:56:41	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000015_2020-08-02_15-56_1596394601.png
bicycle	bicycle	27	8.5	355030815000030355030871000041	2020-08-02 10:10:55	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000041_2020-08-02_10-10_1596373855.png
bicycle	bicycle	27	8.5	355030815000030355030871000041	2020-08-02 11:56:40	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030815000030355030871000041_2020-08-02_11-56_1596380200.png
bicycle	bicycle	28	8.5	355030838000198355030815000095	2020-08-02 13:00:39	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030838000198355030815000095_2020-08-02_13-00_1596384039.png
bicycle	bicycle	41	8.5	355030871000079355030838000152	2020-08-02 02:52:15	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_8.5_355030871000079355030838000152_2020-08-02_02-52_1596347535.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 06:36:34	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_06-36_1596360994.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 07:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_07-36_1596364595.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 08:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_08-36_1596368195.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 09:50:49	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_09-50_1596372649.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 11:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_11-36_1596378995.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 12:40:33	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_12-40_1596382833.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 14:20:05	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_14-20_1596388805.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 15:36:34	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_15-36_1596393394.png
walk	walk	103	15.0	355030871000079355030838000202	2020-08-02 09:57:37	sp	./volume_sp/images/modal/walk_v0_836cc001_15.0_355030871000079355030838000202_2020-08-02_09-57_1596373057.png
walk	walk	119	11.0	355030838000198355030871000060	2020-08-02 11:22:58	sp	./volume_sp/images/modal/walk_v0_836cc001_11.0_355030838000198355030871000060_2020-08-02_11-22_1596378178.png
walk	walk	129	12.0	355030838000198355030871000081	2020-08-02 07:22:59	sp	./volume_sp/images/modal/walk_v0_836cc001_12.0_355030838000198355030871000081_2020-08-02_07-22_1596363779.png
walk	walk	137	13.0	355030838000198355030871000069	2020-08-02 06:29:46	sp	./volume_sp/images/modal/walk_v0_836cc001_13.0_355030838000198355030871000069_2020-08-02_06-29_1596360586.png
walk	walk	152	14.0	355030838000198355030871000089	2020-08-02 05:36:35	sp	./volume_sp/images/modal/walk_v0_836cc001_14.0_355030838000198355030871000089_2020-08-02_05-36_1596357395.png
walk	walk	103	15.0	355030871000079355030838000202	2020-08-02 11:43:23	sp	./volume_sp/images/modal/walk_v0_836cc001_15.0_355030871000079355030838000202_2020-08-02_11-43_1596379403.png
walk	walk	94	9.0	355030815000030355030871000035	2020-08-02 09:23:37	sp	./volume_sp/images/modal/walk_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_09-23_1596371017.png
walk	walk	94	9.0	355030838000198355030815000094	2020-08-02 03:02:35	sp	./volume_sp/images/modal/walk_v0_836cc001_9.0_355030838000198355030815000094_2020-08-02_03-02_1596348155.png
walk	walk	10	0.5	355030838000198355030838000149	2020-08-02 03:02:34	sp	./volume_sp/images/modal/walk_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_03-02_1596348154.png
walk	walk	16	1.0	355030838000198355030838000195	2020-08-02 02:04:56	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_02-04_1596344696.png
walk	walk	94	10.0	355030871000079355030838000207	2020-08-02 02:45:45	sp	./volume_sp/images/modal/walk_v0_d1568d9c_10.0_355030871000079355030838000207_2020-08-02_02-45_1596347145.png
walk	walk	149	14.5	355030838000198355030871000090	2020-08-02 11:43:23	sp	./volume_sp/images/modal/walk_v0_d1568d9c_14.5_355030838000198355030871000090_2020-08-02_11-43_1596379403.png
walk	walk	29	2.5	355030871000079355030871000022	2020-08-02 11:02:34	sp	./volume_sp/images/modal/walk_v0_d1568d9c_2.5_355030871000079355030871000022_2020-08-02_11-02_1596376954.png
walk	walk	47	4.0	355030871000079355030815000048	2020-08-02 02:11:44	sp	./volume_sp/images/modal/walk_v0_d1568d9c_4.0_355030871000079355030815000048_2020-08-02_02-11_1596345104.png
mocycle	mocycle	24	9.5	355030871000079355030838000306	2020-08-02 12:12:58	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_12-12_1596381178.png
mocycle	mocycle	24	9.5	355030871000079355030838000306	2020-08-02 13:09:01	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_13-09_1596384541.png
mocycle	mocycle	23	9.5	355030871000079355030838000306	2020-08-02 13:52:31	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_13-52_1596387151.png
mocycle	mocycle	22	9.5	355030871000079355030838000306	2020-08-02 15:09:00	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_15-09_1596391740.png
mocycle	mocycle	23	9.5	355030871000079355030838000306	2020-08-02 16:08:53	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_16-08_1596395333.png
mocycle	mocycle	2	0.5	355030838000198355030838000149	2020-08-02 01:57:46	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_01-57_1596344266.png
mocycle	mocycle	2	0.5	355030838000198355030838000149	2020-08-02 03:02:12	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_03-02_1596348132.png
mocycle	mocycle	2	0.5	355030838000198355030838000149	2020-08-02 04:02:12	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_04-02_1596351732.png
mocycle	mocycle	23	14.5	355030838000198355030871000090	2020-08-02 05:36:13	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_05-36_1596357373.png
mocycle	mocycle	12	5.5	355030871000079355030815000010	2020-08-02 01:57:46	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_5.5_355030871000079355030815000010_2020-08-02_01-57_1596344266.png
mocycle	mocycle	2	0.5	355030838000198355030838000149	2020-08-02 05:02:12	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_0.5_355030838000198355030838000149_2020-08-02_05-02_1596355332.png
mocycle	mocycle	17	11.0	355030815000030355030871000083	2020-08-02 05:43:00	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_05-43_1596357780.png
mocycle	mocycle	24	14.0	355030838000198355030871000089	2020-08-02 02:45:23	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_14.0_355030838000198355030871000089_2020-08-02_02-45_1596347123.png
mocycle	mocycle	10	4.0	355030871000079355030815000006	2020-08-02 13:52:31	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_4.0_355030871000079355030815000006_2020-08-02_13-52_1596387151.png
mocycle	mocycle	12	5.5	355030871000079355030815000010	2020-08-02 04:09:00	sp	./volume_sp/images/modal/mocycle_v0_8369c0d9_5.5_355030871000079355030815000010_2020-08-02_04-09_1596352140.png
bicycle	bicycle	30	10.5	355030815000030355030871000063	2020-08-02 05:36:45	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_05-36_1596357405.png
bicycle	bicycle	30	10.5	355030815000030355030871000063	2020-08-02 06:36:46	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_06-36_1596361006.png
bicycle	bicycle	30	10.5	355030815000030355030871000063	2020-08-02 07:36:45	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_07-36_1596364605.png
bicycle	bicycle	30	10.5	355030815000030355030871000063	2020-08-02 08:36:46	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_08-36_1596368206.png
bicycle	bicycle	33	11.0	355030815000030355030871000083	2020-08-02 02:39:08	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_02-39_1596346748.png
bicycle	bicycle	33	11.0	355030815000030355030871000083	2020-08-02 03:43:33	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_03-43_1596350613.png
bicycle	bicycle	33	11.0	355030815000030355030871000083	2020-08-02 04:43:34	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_04-43_1596354214.png
bus	bus	22	3.0	355030838000198355030838000005	2020-08-02 04:15:48	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_04-15_1596352548.png
bus	bus	24	3.0	355030838000198355030838000005	2020-08-02 05:15:48	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_05-15_1596356148.png
bus	bus	20	3.0	355030838000198355030838000005	2020-08-02 06:15:48	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_06-15_1596359748.png
bus	bus	24	3.0	355030838000198355030838000005	2020-08-02 07:15:49	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_07-15_1596363349.png
bus	bus	22	3.0	355030838000198355030838000005	2020-08-02 08:15:48	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_08-15_1596366948.png
bus	bus	17	3.0	355030838000198355030838000049	2020-08-02 16:15:41	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000049_2020-08-02_16-15_1596395741.png
bus	bus	25	3.0	355030838000198355030838000245	2020-08-02 12:19:47	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000245_2020-08-02_12-19_1596381587.png
bus	bus	30	3.0	355030838000198355030838000245	2020-08-02 13:15:49	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_3.0_355030838000198355030838000245_2020-08-02_13-15_1596384949.png
bus	bus	39	8.5	355030871000079355030838000152	2020-08-02 06:43:11	sp	./volume_sp/images/modal/bus_v0_d1568d9c_8.5_355030871000079355030838000152_2020-08-02_06-43_1596361391.png
bus	bus	40	8.5	355030871000079355030838000152	2020-08-02 07:43:12	sp	./volume_sp/images/modal/bus_v0_d1568d9c_8.5_355030871000079355030838000152_2020-08-02_07-43_1596364992.png
bus	bus	43	8.5	355030871000079355030838000152	2020-08-02 08:43:12	sp	./volume_sp/images/modal/bus_v0_d1568d9c_8.5_355030871000079355030838000152_2020-08-02_08-43_1596368592.png
bus	bus	53	9.0	355030838000198355030815000002	2020-08-02 14:19:54	sp	./volume_sp/images/modal/bus_v0_d1568d9c_9.0_355030838000198355030815000002_2020-08-02_14-19_1596388794.png
bus	bus	46	9.0	355030838000198355030815000002	2020-08-02 15:36:23	sp	./volume_sp/images/modal/bus_v0_d1568d9c_9.0_355030838000198355030815000002_2020-08-02_15-36_1596393383.png
bus	bus	57	9.5	355030871000079355030838000306	2020-08-02 12:40:22	sp	./volume_sp/images/modal/bus_v0_d1568d9c_9.5_355030871000079355030838000306_2020-08-02_12-40_1596382822.png
car	car	21	10.5	355030815000030355030871000063	2020-08-02 06:42:50	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_10.5_355030815000030355030871000063_2020-08-02_06-42_1596361370.png
car	car	20	10.5	355030815000030355030871000063	2020-08-02 07:42:50	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_10.5_355030815000030355030871000063_2020-08-02_07-42_1596364970.png
car	car	21	10.5	355030815000030355030871000063	2020-08-02 08:42:49	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_10.5_355030815000030355030871000063_2020-08-02_08-42_1596368569.png
car	car	19	10.5	355030838000198355030871000024	2020-08-02 14:33:08	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_10.5_355030838000198355030871000024_2020-08-02_14-33_1596389588.png
car	car	20	10.5	355030838000198355030871000024	2020-08-02 15:49:37	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_10.5_355030838000198355030871000024_2020-08-02_15-49_1596394177.png
car	car	19	11.0	355030815000030355030871000083	2020-08-02 16:35:54	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_11.0_355030815000030355030871000083_2020-08-02_16-35_1596396954.png
car	car	19	12.5	355030815000030355030871000089	2020-08-02 02:45:12	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_12.5_355030815000030355030871000089_2020-08-02_02-45_1596347112.png
car	car	20	12.5	355030815000030355030871000089	2020-08-02 03:49:37	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_12.5_355030815000030355030871000089_2020-08-02_03-49_1596350977.png
car	car	19	12.5	355030815000030355030871000089	2020-08-02 04:49:38	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_12.5_355030815000030355030871000089_2020-08-02_04-49_1596354578.png
car	car	20	12.5	355030815000030355030871000089	2020-08-02 05:49:37	sp	./volume_sp/images/modal/car_v0_R9XMC05G2VY_12.5_355030815000030355030871000089_2020-08-02_05-49_1596358177.png
car	car	3	1.0	355030838000198355030838000195	2020-08-02 03:08:49	sp	./volume_sp/images/modal/car_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_03-08_1596348529.png
car	car	3	1.0	355030838000198355030838000195	2020-08-02 05:08:49	sp	./volume_sp/images/modal/car_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_05-08_1596355729.png
car	car	3	1.0	355030838000198355030838000195	2020-08-02 06:08:49	sp	./volume_sp/images/modal/car_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_06-08_1596359329.png
car	car	3	1.0	355030838000198355030838000195	2020-08-02 07:08:49	sp	./volume_sp/images/modal/car_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_07-08_1596362929.png
car	car	3	1.0	355030838000198355030838000195	2020-08-02 08:08:49	sp	./volume_sp/images/modal/car_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_08-08_1596366529.png
car	car	20	10.0	355030838000198355030871000079	2020-08-02 16:35:54	sp	./volume_sp/images/modal/car_v0_d1568d9c_10.0_355030838000198355030871000079_2020-08-02_16-35_1596396954.png
bus	bus	36	3.5	355030871000079355030815000020	2020-08-02 05:22:34	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_05-22_1596356554.png
bus	bus	36	3.5	355030871000079355030815000020	2020-08-02 07:22:33	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_3.5_355030871000079355030815000020_2020-08-02_07-22_1596363753.png
bus	bus	27	4.5	355030815000030355030815000078	2020-08-02 02:24:53	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_02-24_1596345893.png
bus	bus	35	4.5	355030815000030355030815000078	2020-08-02 03:29:18	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_03-29_1596349758.png
bus	bus	30	4.5	355030815000030355030815000078	2020-08-02 05:29:19	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_05-29_1596356959.png
bus	bus	26	4.5	355030815000030355030815000078	2020-08-02 07:29:19	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_4.5_355030815000030355030815000078_2020-08-02_07-29_1596364159.png
bus	bus	27	4.5	355030838000198355030815000080	2020-08-02 09:43:33	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_4.5_355030838000198355030815000080_2020-08-02_09-43_1596372213.png
car	car	12	5.0	355030871000079355030871000063	2020-08-02 12:19:36	sp	./volume_sp/images/modal/car_v0_d1568d9c_5.0_355030871000079355030871000063_2020-08-02_12-19_1596381576.png
car	car	12	5.0	355030871000079355030871000063	2020-08-02 13:15:37	sp	./volume_sp/images/modal/car_v0_d1568d9c_5.0_355030871000079355030871000063_2020-08-02_13-15_1596384937.png
car	car	12	5.5	355030838000198355030815000063	2020-08-02 15:29:13	sp	./volume_sp/images/modal/car_v0_d1568d9c_5.5_355030838000198355030815000063_2020-08-02_15-29_1596392953.png
car	car	12	6.0	355030838000198355030815000033	2020-08-02 16:22:18	sp	./volume_sp/images/modal/car_v0_d1568d9c_6.0_355030838000198355030815000033_2020-08-02_16-22_1596396138.png
car	car	13	6.5	355030815000030355030838000122	2020-08-02 09:29:52	sp	./volume_sp/images/modal/car_v0_d1568d9c_6.5_355030815000030355030838000122_2020-08-02_09-29_1596371392.png
car	car	14	6.5	355030815000030355030838000122	2020-08-02 11:15:37	sp	./volume_sp/images/modal/car_v0_d1568d9c_6.5_355030815000030355030838000122_2020-08-02_11-15_1596377737.png
car	car	13	6.5	355030838000198355030815000064	2020-08-02 16:29:06	sp	./volume_sp/images/modal/car_v0_d1568d9c_6.5_355030838000198355030815000064_2020-08-02_16-29_1596396546.png
car	car	12	6.5	355030871000079355030815000095	2020-08-02 02:24:47	sp	./volume_sp/images/modal/car_v0_d1568d9c_6.5_355030871000079355030815000095_2020-08-02_02-24_1596345887.png
car	car	12	6.5	355030871000079355030815000095	2020-08-02 03:29:13	sp	./volume_sp/images/modal/car_v0_d1568d9c_6.5_355030871000079355030815000095_2020-08-02_03-29_1596349753.png
walk	walk	121	11.5	355030838000198355030871000073	2020-08-02 05:22:59	sp	./volume_sp/images/modal/walk_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_05-22_1596356579.png
walk	walk	121	11.5	355030838000198355030871000073	2020-08-02 06:22:58	sp	./volume_sp/images/modal/walk_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_06-22_1596360178.png
walk	walk	121	11.5	355030838000198355030871000073	2020-08-02 07:22:59	sp	./volume_sp/images/modal/walk_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_07-22_1596363779.png
walk	walk	121	11.5	355030838000198355030871000073	2020-08-02 08:22:59	sp	./volume_sp/images/modal/walk_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_08-22_1596367379.png
walk	walk	120	11.5	355030838000198355030871000122	2020-08-02 14:06:29	sp	./volume_sp/images/modal/walk_v0_236d8c96_11.5_355030838000198355030871000122_2020-08-02_14-06_1596387989.png
walk	walk	120	11.5	355030838000198355030871000122	2020-08-02 15:22:58	sp	./volume_sp/images/modal/walk_v0_236d8c96_11.5_355030838000198355030871000122_2020-08-02_15-22_1596392578.png
walk	walk	126	13.0	355030838000198355030871000016	2020-08-02 09:37:13	sp	./volume_sp/images/modal/walk_v0_236d8c96_13.0_355030838000198355030871000016_2020-08-02_09-37_1596371833.png
walk	walk	126	13.0	355030838000198355030871000016	2020-08-02 10:22:59	sp	./volume_sp/images/modal/walk_v0_236d8c96_13.0_355030838000198355030871000016_2020-08-02_10-22_1596374579.png
walk	walk	126	13.0	355030838000198355030871000016	2020-08-02 11:22:59	sp	./volume_sp/images/modal/walk_v0_236d8c96_13.0_355030838000198355030871000016_2020-08-02_11-22_1596378179.png
bicycle	bicycle	31	8.0	355030815000030355030871000057	2020-08-02 07:29:58	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.0_355030815000030355030871000057_2020-08-02_07-29_1596364198.png
bicycle	bicycle	31	8.0	355030815000030355030871000057	2020-08-02 08:29:57	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.0_355030815000030355030871000057_2020-08-02_08-29_1596367797.png
bicycle	bicycle	28	8.0	355030838000198355030815000022	2020-08-02 16:23:02	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.0_355030838000198355030815000022_2020-08-02_16-23_1596396182.png
bicycle	bicycle	40	8.0	355030871000079355030838000197	2020-08-02 14:13:28	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.0_355030871000079355030838000197_2020-08-02_14-13_1596388408.png
bicycle	bicycle	40	8.0	355030871000079355030838000197	2020-08-02 15:29:57	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.0_355030871000079355030838000197_2020-08-02_15-29_1596392997.png
bicycle	bicycle	41	8.5	355030871000079355030838000152	2020-08-02 02:32:20	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.5_355030871000079355030838000152_2020-08-02_02-32_1596346340.png
bicycle	bicycle	41	8.5	355030871000079355030838000152	2020-08-02 03:36:45	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.5_355030871000079355030838000152_2020-08-02_03-36_1596350205.png
bicycle	bicycle	41	8.5	355030871000079355030838000152	2020-08-02 04:36:46	sp	./volume_sp/images/modal/bicycle_v0_R9XMC05G2VY_8.5_355030871000079355030838000152_2020-08-02_04-36_1596353806.png
bus	bus	12	2.0	355030815000030355030815000057	2020-08-02 05:15:59	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_05-15_1596356159.png
bus	bus	13	2.0	355030815000030355030815000057	2020-08-02 06:16:00	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_06-16_1596359760.png
bus	bus	1	2.0	355030815000030355030815000057	2020-08-02 07:15:59	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_07-15_1596363359.png
bus	bus	8	2.0	355030815000030355030815000057	2020-08-02 08:15:59	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_08-15_1596366959.png
bus	bus	1	2.0	355030815000030355030815000057	2020-08-02 16:57:34	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_2.0_355030815000030355030815000057_2020-08-02_16-57_1596398254.png
bus	bus	5	2.0	355030838000198355030838000091	2020-08-02 01:38:09	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_2.0_355030838000198355030838000091_2020-08-02_01-38_1596343089.png
bus	bus	35	4.5	355030838000198355030815000080	2020-08-02 11:29:18	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_4.5_355030838000198355030815000080_2020-08-02_11-29_1596378558.png
bus	bus	35	6.5	355030815000030355030838000122	2020-08-02 09:57:03	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_6.5_355030815000030355030838000122_2020-08-02_09-57_1596373023.png
bus	bus	35	7.5	355030815000030355030838000198	2020-08-02 02:45:08	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_02-45_1596347108.png
bus	bus	39	8.5	355030871000079355030838000152	2020-08-02 02:51:53	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_8.5_355030871000079355030838000152_2020-08-02_02-51_1596347513.png
bus	bus	14	1.0	355030838000198355030838000150	2020-08-02 11:02:18	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_1.0_355030838000198355030838000150_2020-08-02_11-02_1596376938.png
bus	bus	12	1.0	355030838000198355030838000195	2020-08-02 07:02:19	sp	./volume_sp/images/modal/bus_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_07-02_1596362539.png
