	modal	service	distance	km_category	route_id	capture_time	city	image_id
0	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 01:52:07	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_01-52_1596343927.png
1	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 02:11:55	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_02-11_1596345115.png
2	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 03:16:22	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_03-16_1596348982.png
3	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 04:16:21	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_04-16_1596352581.png
4	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 05:16:22	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_05-16_1596356182.png
5	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 06:16:21	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_06-16_1596359781.png
6	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 07:16:22	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_07-16_1596363382.png
7	car	car	10000	9.0	355030815000030355030871000035	2020-08-02 09:23:04	sp	./volume_sp/images/modal/car_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_09-23_1596370984.png
8	car	car	8800	9.0	355030815000030355030871000035	2020-08-02 11:08:49	sp	./volume_sp/images/modal/car_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_11-08_1596377329.png
9	car	car	9500	9.0	355030838000198355030815000002	2020-08-02 13:52:20	sp	./volume_sp/images/modal/car_v0_836cc001_9.0_355030838000198355030815000002_2020-08-02_13-52_1596387140.png
10	car	car	9000	9.0	355030838000198355030815000085	2020-08-02 12:05:59	sp	./volume_sp/images/modal/car_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_12-05_1596380759.png
11	car	car	10000	9.0	355030838000198355030815000085	2020-08-02 13:02:01	sp	./volume_sp/images/modal/car_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_13-02_1596384121.png
12	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 01:57:46	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_01-57_1596344266.png
13	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 03:02:12	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_03-02_1596348132.png
14	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 04:02:13	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_04-02_1596351733.png
15	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 05:02:12	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_05-02_1596355332.png
16	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 06:02:12	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_06-02_1596358932.png
17	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 07:02:13	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_07-02_1596362533.png
18	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 08:02:12	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_08-02_1596366132.png
19	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 09:02:13	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_09-02_1596369733.png
20	mocycle	mocycle	650	0.5	355030838000198355030838000149	2020-08-02 13:45:43	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_0.5_355030838000198355030838000149_2020-08-02_13-45_1596386743.png
21	mocycle	mocycle	1200	1.0	355030838000198355030838000195	2020-08-02 01:44:46	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_01-44_1596343486.png
22	mocycle	mocycle	1200	1.0	355030838000198355030838000195	2020-08-02 02:04:34	sp	./volume_sp/images/modal/mocycle_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_02-04_1596344674.png
23	bicycle	bicycle	750	2.5	355030815000030355030815000059	2020-08-02 02:11:44	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_02-11_1596345104.png
24	bicycle	bicycle	750	2.5	355030815000030355030815000059	2020-08-02 03:16:10	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_03-16_1596348970.png
25	bicycle	bicycle	750	2.5	355030815000030355030815000059	2020-08-02 05:16:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_05-16_1596356171.png
26	bicycle	bicycle	750	2.5	355030815000030355030815000059	2020-08-02 07:16:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_07-16_1596363371.png
27	bicycle	bicycle	750	2.5	355030815000030355030815000059	2020-08-02 12:20:09	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030815000030355030815000059_2020-08-02_12-20_1596381609.png
28	bicycle	bicycle	1700	2.5	355030815000030355030815000098	2020-08-02 13:59:42	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030815000030355030815000098_2020-08-02_13-59_1596387582.png
29	bicycle	bicycle	2600	2.5	355030871000079355030871000022	2020-08-02 09:30:25	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030871000079355030871000022_2020-08-02_09-30_1596371425.png
30	bicycle	bicycle	2600	2.5	355030871000079355030871000022	2020-08-02 11:16:10	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00HYRF_2.5_355030871000079355030871000022_2020-08-02_11-16_1596377770.png
31	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 08:16:22	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_08-16_1596366982.png
32	bicycle	bicycle	9400	11.5	355030838000198355030871000009	2020-08-02 11:16:22	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_11.5_355030838000198355030871000009_2020-08-02_11-16_1596377782.png
33	bicycle	bicycle	11000	11.5	355030838000198355030871000073	2020-08-02 07:23:10	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_11.5_355030838000198355030871000073_2020-08-02_07-23_1596363790.png
34	bicycle	bicycle	14000	13.5	355030838000198355030871000087	2020-08-02 03:29:58	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_03-29_1596349798.png
35	bicycle	bicycle	13000	14.5	355030838000198355030871000090	2020-08-02 04:36:46	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_04-36_1596353806.png
36	bicycle	bicycle	13000	14.5	355030838000198355030871000090	2020-08-02 12:40:44	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_12-40_1596382844.png
37	bicycle	bicycle	6000	5.5	355030871000079355030815000010	2020-08-02 09:02:45	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_5.5_355030871000079355030815000010_2020-08-02_09-02_1596369765.png
38	bicycle	bicycle	8900	9.5	355030871000079355030838000306	2020-08-02 03:09:34	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_03-09_1596348574.png
39	bicycle	bicycle	8900	9.5	355030871000079355030838000306	2020-08-02 13:09:34	sp	./volume_sp/images/modal/bicycle_v0_236d8c96_9.5_355030871000079355030838000306_2020-08-02_13-09_1596384574.png
40	bicycle	bicycle	8500	10.5	355030815000030355030871000063	2020-08-02 04:36:46	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_04-36_1596353806.png
41	bicycle	bicycle	9300	11.0	355030815000030355030871000083	2020-08-02 05:43:33	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_11.0_355030815000030355030871000083_2020-08-02_05-43_1596357813.png
42	bicycle	bicycle	14000	14.0	355030838000198355030871000089	2020-08-02 02:45:56	sp	./volume_sp/images/modal/bicycle_v0_8369c0d9_14.0_355030838000198355030871000089_2020-08-02_02-45_1596347156.png
43	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 02:11:44	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_02-11_1596345104.png
44	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 03:16:11	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_03-16_1596348971.png
45	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 04:16:10	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_04-16_1596352570.png
46	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 05:16:11	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_05-16_1596356171.png
47	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 06:16:10	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_06-16_1596359770.png
48	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 07:16:11	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_07-16_1596363371.png
49	walk	walk	8100	10.5	355030815000030355030871000063	2020-08-02 08:16:11	sp	./volume_sp/images/modal/walk_v0_236d8c96_10.5_355030815000030355030871000063_2020-08-02_08-16_1596366971.png
50	bus	bus	0	1.5	355030838000198355030838000092	2020-08-02 05:09:11	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_1.5_355030838000198355030838000092_2020-08-02_05-09_1596355751.png
51	bus	bus	0	1.5	355030838000198355030838000092	2020-08-02 06:09:12	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_1.5_355030838000198355030838000092_2020-08-02_06-09_1596359352.png
52	bus	bus	0	1.5	355030838000198355030838000092	2020-08-02 07:09:11	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_1.5_355030838000198355030838000092_2020-08-02_07-09_1596362951.png
53	bus	bus	0	1.5	355030838000198355030838000092	2020-08-02 08:09:11	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_1.5_355030838000198355030838000092_2020-08-02_08-09_1596366551.png
54	bus	bus	0	1.5	355030838000198355030838000092	2020-08-02 09:09:11	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_1.5_355030838000198355030838000092_2020-08-02_09-09_1596370151.png
55	bus	bus	0	10.5	355030815000030355030871000063	2020-08-02 02:38:46	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_10.5_355030815000030355030871000063_2020-08-02_02-38_1596346726.png
56	bus	bus	0	10.5	355030815000030355030871000063	2020-08-02 03:43:11	sp	./volume_sp/images/modal/bus_v0_R9XMC05G2VY_10.5_355030815000030355030871000063_2020-08-02_03-43_1596350591.png
57	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 01:57:30	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_01-57_1596344250.png
58	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 03:01:57	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_03-01_1596348117.png
59	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 04:01:56	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_04-01_1596351716.png
60	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 05:01:56	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_05-01_1596355316.png
61	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 06:01:56	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_06-01_1596358916.png
62	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 07:01:57	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_07-01_1596362517.png
63	car	car	1200	1.0	355030838000198355030838000195	2020-08-02 08:01:56	sp	./volume_sp/images/modal/car_v0_RX2MB00JQRK_1.0_355030838000198355030838000195_2020-08-02_08-01_1596366116.png
64	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 03:09:22	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_03-09_1596348562.png
65	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 04:09:23	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_04-09_1596352163.png
66	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 05:09:22	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_05-09_1596355762.png
67	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 06:09:22	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_06-09_1596359362.png
68	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 07:09:23	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_07-09_1596362963.png
69	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 08:09:22	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_08-09_1596366562.png
70	walk	walk	1100	1.0	355030838000198355030838000195	2020-08-02 09:09:23	sp	./volume_sp/images/modal/walk_v0_d1568d9c_1.0_355030838000198355030838000195_2020-08-02_09-09_1596370163.png
71	bicycle	bicycle	7800	9.0	355030815000030355030871000035	2020-08-02 09:23:48	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_09-23_1596371028.png
72	bicycle	bicycle	7800	9.0	355030815000030355030871000035	2020-08-02 11:09:33	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030815000030355030871000035_2020-08-02_11-09_1596377373.png
73	bicycle	bicycle	6200	9.0	355030838000198355030815000002	2020-08-02 13:53:04	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030838000198355030815000002_2020-08-02_13-53_1596387184.png
74	bicycle	bicycle	9000	9.0	355030838000198355030815000085	2020-08-02 12:06:43	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_12-06_1596380803.png
75	bicycle	bicycle	9000	9.0	355030838000198355030815000085	2020-08-02 13:02:45	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030838000198355030815000085_2020-08-02_13-02_1596384165.png
76	bicycle	bicycle	9200	9.0	355030838000198355030815000094	2020-08-02 01:58:19	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030838000198355030815000094_2020-08-02_01-58_1596344299.png
77	bicycle	bicycle	9200	9.0	355030838000198355030815000094	2020-08-02 03:02:46	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030838000198355030815000094_2020-08-02_03-02_1596348166.png
78	bicycle	bicycle	9200	9.0	355030838000198355030815000094	2020-08-02 04:02:45	sp	./volume_sp/images/modal/bicycle_v0_836cc001_9.0_355030838000198355030815000094_2020-08-02_04-02_1596351765.png
79	bus	bus	0	9.0	355030838000198355030815000094	2020-08-02 03:29:35	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.0_355030838000198355030815000094_2020-08-02_03-29_1596349775.png
80	bus	bus	0	9.0	355030838000198355030815000094	2020-08-02 04:29:36	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.0_355030838000198355030815000094_2020-08-02_04-29_1596353376.png
81	bus	bus	0	9.0	355030838000198355030815000094	2020-08-02 05:29:35	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.0_355030838000198355030815000094_2020-08-02_05-29_1596356975.png
82	bus	bus	0	9.0	355030838000198355030815000094	2020-08-02 06:29:36	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.0_355030838000198355030815000094_2020-08-02_06-29_1596360576.png
83	bus	bus	0	9.0	355030838000198355030815000094	2020-08-02 07:29:35	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.0_355030838000198355030815000094_2020-08-02_07-29_1596364175.png
84	bus	bus	0	9.0	355030838000198355030815000094	2020-08-02 08:29:36	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.0_355030838000198355030815000094_2020-08-02_08-29_1596367776.png
85	bus	bus	0	9.5	355030838000198355030815000072	2020-08-02 09:57:26	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.5_355030838000198355030815000072_2020-08-02_09-57_1596373046.png
86	bus	bus	0	9.5	355030838000198355030815000072	2020-08-02 11:43:12	sp	./volume_sp/images/modal/bus_v0_8369c0d9_9.5_355030838000198355030815000072_2020-08-02_11-43_1596379392.png
87	bus	bus	0	10.0	355030815000030355030871000065	2020-08-02 09:30:14	sp	./volume_sp/images/modal/bus_v0_836cc001_10.0_355030815000030355030871000065_2020-08-02_09-30_1596371414.png
88	bus	bus	0	10.0	355030815000030355030871000065	2020-08-02 11:15:59	sp	./volume_sp/images/modal/bus_v0_836cc001_10.0_355030815000030355030871000065_2020-08-02_11-15_1596377759.png
89	bus	bus	0	10.0	355030815000030355030871000065	2020-08-02 13:59:30	sp	./volume_sp/images/modal/bus_v0_836cc001_10.0_355030815000030355030871000065_2020-08-02_13-59_1596387570.png
90	car	car	11000	10.5	355030815000030355030871000063	2020-08-02 03:36:01	sp	./volume_sp/images/modal/car_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_03-36_1596350161.png
91	car	car	11000	10.5	355030815000030355030871000063	2020-08-02 04:36:02	sp	./volume_sp/images/modal/car_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_04-36_1596353762.png
92	car	car	11000	10.5	355030815000030355030871000063	2020-08-02 05:36:01	sp	./volume_sp/images/modal/car_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_05-36_1596357361.png
93	car	car	11000	10.5	355030815000030355030871000063	2020-08-02 06:36:02	sp	./volume_sp/images/modal/car_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_06-36_1596360962.png
94	car	car	11000	10.5	355030815000030355030871000063	2020-08-02 07:36:01	sp	./volume_sp/images/modal/car_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_07-36_1596364561.png
95	car	car	11000	10.5	355030815000030355030871000063	2020-08-02 08:36:02	sp	./volume_sp/images/modal/car_v0_8369c0d9_10.5_355030815000030355030871000063_2020-08-02_08-36_1596368162.png
96	mocycle	mocycle	10000	9.0	355030815000030355030871000035	2020-08-02 09:57:15	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_9.0_355030815000030355030871000035_2020-08-02_09-57_1596373035.png
97	mocycle	mocycle	10000	9.0	355030815000030355030871000035	2020-08-02 11:43:00	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_9.0_355030815000030355030871000035_2020-08-02_11-43_1596379380.png
98	mocycle	mocycle	9500	9.0	355030838000198355030815000002	2020-08-02 14:19:43	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_9.0_355030838000198355030815000002_2020-08-02_14-19_1596388783.png
99	mocycle	mocycle	9800	9.5	355030871000079355030838000306	2020-08-02 14:26:31	sp	./volume_sp/images/modal/mocycle_v0_R9XMC05G2VY_9.5_355030871000079355030838000306_2020-08-02_14-26_1596389191.png
100	motocycle	motocycle	650	0.5	355030838000198355030838000149	2020-08-02 01:37:53	sp	./volume_sp/images/modal/motocycle_v0_RX2MB00HYRF_0.5_355030838000198355030838000149_2020-08-02_01-37_1596343073.png
101	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 03:29:25	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_03-29_1596349765.png
102	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 04:29:24	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_04-29_1596353364.png
103	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 05:29:25	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_05-29_1596356965.png
104	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 06:29:24	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_06-29_1596360564.png
105	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 07:29:25	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_07-29_1596364165.png
106	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 08:29:25	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_08-29_1596367765.png
107	mocycle	mocycle	16000	13.5	355030838000198355030871000087	2020-08-02 14:12:55	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_13.5_355030838000198355030871000087_2020-08-02_14-12_1596388375.png
108	mocycle	mocycle	16000	14.5	355030838000198355030871000090	2020-08-02 02:31:47	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_02-31_1596346307.png
109	mocycle	mocycle	16000	14.5	355030838000198355030871000090	2020-08-02 03:36:13	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_03-36_1596350173.png
110	mocycle	mocycle	16000	14.5	355030838000198355030871000090	2020-08-02 04:36:12	sp	./volume_sp/images/modal/mocycle_v0_236d8c96_14.5_355030838000198355030871000090_2020-08-02_04-36_1596353772.png
111	bus	bus	0	7.5	355030815000030355030838000198	2020-08-02 03:49:34	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_03-49_1596350974.png
112	bus	bus	0	7.5	355030815000030355030838000198	2020-08-02 05:49:34	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_05-49_1596358174.png
113	bus	bus	0	7.5	355030815000030355030838000198	2020-08-02 07:49:34	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_7.5_355030815000030355030838000198_2020-08-02_07-49_1596365374.png
114	bus	bus	0	7.5	355030871000079355030838000091	2020-08-02 12:53:32	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_7.5_355030871000079355030838000091_2020-08-02_12-53_1596383612.png
115	bus	bus	0	7.5	355030871000079355030838000245	2020-08-02 14:33:04	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_7.5_355030871000079355030838000245_2020-08-02_14-33_1596389584.png
116	bus	bus	0	8.5	355030815000030355030871000015	2020-08-02 14:39:49	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_8.5_355030815000030355030871000015_2020-08-02_14-39_1596389989.png
117	bus	bus	0	8.5	355030815000030355030871000041	2020-08-02 10:10:33	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_8.5_355030815000030355030871000041_2020-08-02_10-10_1596373833.png
118	bus	bus	0	8.5	355030815000030355030871000041	2020-08-02 11:56:18	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_8.5_355030815000030355030871000041_2020-08-02_11-56_1596380178.png
119	bus	bus	0	8.5	355030838000198355030815000095	2020-08-02 13:00:17	sp	./volume_sp/images/modal/bus_v0_RX2MB00HYRF_8.5_355030838000198355030815000095_2020-08-02_13-00_1596384017.png
120	walk	walk	1200	1.5	355030838000198355030838000092	2020-08-02 03:09:14	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030838000198355030838000092_2020-08-02_03-09_1596348554.png
121	walk	walk	1200	1.5	355030838000198355030838000092	2020-08-02 05:09:15	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030838000198355030838000092_2020-08-02_05-09_1596355755.png
122	walk	walk	1200	1.5	355030838000198355030838000092	2020-08-02 07:09:14	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030838000198355030838000092_2020-08-02_07-09_1596362954.png
123	walk	walk	1200	1.5	355030838000198355030838000092	2020-08-02 09:09:14	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030838000198355030838000092_2020-08-02_09-09_1596370154.png
124	walk	walk	1500	1.5	355030838000198355030838000194	2020-08-02 01:45:00	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030838000198355030838000194_2020-08-02_01-45_1596343500.png
125	walk	walk	1500	1.5	355030838000198355030838000194	2020-08-02 13:52:46	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030838000198355030838000194_2020-08-02_13-52_1596387166.png
126	walk	walk	1600	1.5	355030871000079355030871000123	2020-08-02 09:23:29	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030871000079355030871000123_2020-08-02_09-23_1596371009.png
127	walk	walk	1600	1.5	355030871000079355030871000123	2020-08-02 11:09:14	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030871000079355030871000123_2020-08-02_11-09_1596377354.png
128	walk	walk	1600	1.5	355030871000079355030871000123	2020-08-02 12:13:12	sp	./volume_sp/images/modal/walk_v0_RX2MB00HYRF_1.5_355030871000079355030871000123_2020-08-02_12-13_1596381192.png
129	bicycle	bicycle	2800	3.0	355030838000198355030838000005	2020-08-02 03:16:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_03-16_1596348971.png
130	bicycle	bicycle	2800	3.0	355030838000198355030838000005	2020-08-02 04:16:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_04-16_1596352571.png
131	bicycle	bicycle	2800	3.0	355030838000198355030838000005	2020-08-02 05:16:10	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_05-16_1596356170.png
132	bicycle	bicycle	2800	3.0	355030838000198355030838000005	2020-08-02 06:16:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_06-16_1596359771.png
133	bicycle	bicycle	2800	3.0	355030838000198355030838000005	2020-08-02 07:16:11	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_07-16_1596363371.png
134	bicycle	bicycle	2800	3.0	355030838000198355030838000005	2020-08-02 08:16:10	sp	./volume_sp/images/modal/bicycle_v0_RX2MB00JQRK_3.0_355030838000198355030838000005_2020-08-02_08-16_1596366970.png
